Date,Close,InSignal,Entry,ExSignal,Exit,Position,StopLevel,MTM,Equity
2000-03-15,92.8207,,,PNL,92.8207,109.0,87.5429,38.4401,10154.6328
2000-03-16,97.1567,,,,,,,0.0,10154.6328
2000-03-17,97.7988,,,,,,,0.0,10154.6328
2000-03-20,97.2997,,,,,,,0.0,10154.6328
2000-03-21,99.2964,PCT-0.005,96.8629,PNL,99.2964,104.0,93.2548,253.0873,10407.7201
2000-03-22,99.8996,,,,,,,0.0,10407.7201
2000-03-23,101.6051,,,,,,,0.0,10407.7201
2000-03-24,102.2083,,,,,,,0.0,10407.7201
2000-03-27,101.1267,,,,,,,0.0,10407.7201
2000-03-28,100.5443,PCT-0.005,100.6691,,,103.0,93.4149,-12.854,10394.8661
2000-03-29,100.6483,,,,,103.0,93.4149,-2.141,10405.5791
2000-03-30,98.9636,,,,,103.0,93.4149,-175.6651,10232.055
2000-03-31,100.0868,,,,,103.0,93.4149,-59.9858,10347.7343
2000-04-03,100.6692,,,PNL,100.6692,103.0,93.4149,0.0045,10407.7246
2000-04-04,99.9204,,,,,,,0.0,10407.7246
2000-04-05,99.2964,PCT-0.005,98.4228,PNL,99.2964,105.0,90.7687,91.7254,10499.45
2000-04-06,100.1596,PCT-0.005,100.0036,PNL,100.1596,104.0,91.1565,16.2239,10515.6739
2000-04-07,100.794,,,,,,,0.0,10515.6739
2000-04-10,100.3988,,,,,,,0.0,10515.6739
2000-04-11,100.1075,,,,,,,0.0,10515.6739
2000-04-12,97.3621,,,,,,,0.0,10515.6739
2000-04-13,96.0101,PCT-0.005,98.1525,,,107.0,88.4206,-229.2304,10286.4435
2000-04-14,90.5191,,,,,107.0,88.4206,-816.7739,9698.9
